"TA-TAD","Property_Type","House_Index","Date"
"North Shore City","Houses","1934","2014-06-30"
"North Shore City","All dwellings","1938","2014-06-30"
"Waitakere City","All dwellings","1969","2014-06-30"
"Waitakere City","Houses","1990","2014-06-30"
"Auckland City","All dwellings","1737","2014-06-30"
"Auckland City","Houses","1792","2014-06-30"
"Manukau City","Houses","1967","2014-06-30"
"Manukau City","All dwellings","1973","2014-06-30"
"Papakura District","Houses","1832","2014-06-30"
"Papakura District","All dwellings","1900","2014-06-30"
"Franklin District","Houses","2060","2014-06-30"
"Franklin District","All dwellings","2066","2014-06-30"
"Thames-Coromandel District","All dwellings","1339","2014-06-30"
"Thames-Coromandel District","Houses","1376","2014-06-30"
"Hauraki District","All dwellings","1724","2014-06-30"
"Hauraki District","Houses","1726","2014-06-30"
"Waikato District","All dwellings","1749","2014-06-30"
"Waikato District","Houses","1767","2014-06-30"
"Matamata-Piako District","All dwellings","1866","2014-06-30"
"Matamata-Piako District","Houses","1927","2014-06-30"
"Hamilton City","All dwellings","1737","2014-06-30"
"Hamilton City","Houses","1780","2014-06-30"
"Waipa District","All dwellings","1922","2014-06-30"
"Waipa District","Houses","1938","2014-06-30"
"Otorohanga District","Houses","1699","2014-06-30"
"Otorohanga District","All dwellings","1715","2014-06-30"
"South Waikato District","All dwellings","1901","2014-06-30"
"South Waikato District","Houses","1965","2014-06-30"
"Waitomo District","All dwellings","1679","2014-06-30"
"Waitomo District","Houses","1733","2014-06-30"
"Taupo District","All dwellings","1113","2014-06-30"
"Taupo District","Houses","1188","2014-06-30"
"Western Bay of Plenty District","All dwellings","1516","2014-06-30"
"Western Bay of Plenty District","Houses","1607","2014-06-30"
"Tauranga City","Houses","1359","2014-06-30"
"Tauranga City","All dwellings","1377","2014-06-30"
"Rotorua District","All dwellings","1571","2014-06-30"
"Rotorua District","Houses","1609","2014-06-30"
"Whakatane District","Houses","1442","2014-06-30"
"Whakatane District","All dwellings","1535","2014-06-30"
"Kawerau District","All dwellings","1633","2014-06-30"
"Kawerau District","Houses","1689","2014-06-30"
"Opotiki District","Houses","1400","2014-06-30"
"Opotiki District","All dwellings","1752","2014-06-30"
"Gisborne District","All dwellings","1663","2014-06-30"
"Gisborne District","Houses","1764","2014-06-30"
"Wairoa District","All dwellings","1576","2014-06-30"
"Wairoa District","Houses","1650","2014-06-30"
"Hastings District","Houses","1431","2014-06-30"
"Hastings District","All dwellings","1455","2014-06-30"
"Napier City","Houses","1356","2014-06-30"
"Napier City","All dwellings","1361","2014-06-30"
"Central Hawkes Bay District","All dwellings","1347","2014-06-30"
"Central Hawkes Bay District","Houses","1348","2014-06-30"
"New Plymouth District","Houses","1885","2014-06-30"
"New Plymouth District","All dwellings","1913","2014-06-30"
"Stratford District","All dwellings","2561","2014-06-30"
"Stratford District","Houses","2700","2014-06-30"
"South Taranaki District","All dwellings","2047","2014-06-30"
"South Taranaki District","Houses","2113","2014-06-30"
"Ruapehu District","All dwellings","2034","2014-06-30"
"Ruapehu District","Houses","2122","2014-06-30"
"Wanganui District","All dwellings","1786","2014-06-30"
"Wanganui District","Houses","1883","2014-06-30"
"Rangitikei District","All dwellings","1888","2014-06-30"
"Rangitikei District","Houses","1927","2014-06-30"
"Manawatu District","Houses","1753","2014-06-30"
"Manawatu District","All dwellings","1772","2014-06-30"
"Palmerston North City","All dwellings","1579","2014-06-30"
"Palmerston North City","Houses","1587","2014-06-30"
"Tararua District","All dwellings","1809","2014-06-30"
"Tararua District","Houses","1900","2014-06-30"
"Horowhenua District","All dwellings","1654","2014-06-30"
"Horowhenua District","Houses","1678","2014-06-30"
"Kapiti Coast District","All dwellings","1627","2014-06-30"
"Kapiti Coast District","Houses","1636","2014-06-30"
"Porirua City","All dwellings","1636","2014-06-30"
"Porirua City","Houses","1654","2014-06-30"
"Upper Hutt City","Houses","1668","2014-06-30"
"Upper Hutt City","All dwellings","1719","2014-06-30"
"Lower Hutt City","All dwellings","1580","2014-06-30"
"Lower Hutt City","Houses","1585","2014-06-30"
"Wellington City","All dwellings","1470","2014-06-30"
"Wellington City","Houses","1522","2014-06-30"
"Masterton District","All dwellings","1450","2014-06-30"
"Masterton District","Houses","1471","2014-06-30"
"Carterton District","Houses","1880","2014-06-30"
"Carterton District","All dwellings","1901","2014-06-30"
"South Wairarapa District","Houses","1661","2014-06-30"
"South Wairarapa District","All dwellings","1677","2014-06-30"
"Tasman District","All dwellings","1257","2014-06-30"
"Tasman District","Houses","1268","2014-06-30"
"Nelson City","Houses","1230","2014-06-30"
"Nelson City","All dwellings","1230","2014-06-30"
"Marlborough District","Houses","1346","2014-06-30"
"Marlborough District","All dwellings","1347","2014-06-30"
"Kaikoura District","Houses","1361","2014-06-30"
"Kaikoura District","All dwellings","1377","2014-06-30"
"Buller District","Houses","2078","2014-06-30"
"Buller District","All dwellings","2230","2014-06-30"
"Grey District","All dwellings","2075","2014-06-30"
"Grey District","Houses","2098","2014-06-30"
"Westland District","All dwellings","2118","2014-06-30"
"Westland District","Houses","2185","2014-06-30"
"Hurunui District","Houses","1986","2014-06-30"
"Hurunui District","All dwellings","2005","2014-06-30"
"Waimakariri District","All dwellings","2095","2014-06-30"
"Waimakariri District","Houses","2099","2014-06-30"
"Christchurch City","All dwellings","1960","2014-06-30"
"Christchurch City","Houses","1978","2014-06-30"
"Selwyn District","Houses","2559","2014-06-30"
"Selwyn District","All dwellings","2709","2014-06-30"
"Ashburton District","All dwellings","2241","2014-06-30"
"Ashburton District","Houses","2293","2014-06-30"
"Timaru District","All dwellings","2137","2014-06-30"
"Timaru District","Houses","2219","2014-06-30"
"MacKenzie District","All dwellings","1905","2014-06-30"
"MacKenzie District","Houses","1938","2014-06-30"
"Waimate District","All dwellings","2222","2014-06-30"
"Waimate District","Houses","2308","2014-06-30"
"Waitaki District","All dwellings","1649","2014-06-30"
"New Zealand","All dwellings","1782","2014-09-30"
"New Zealand","Houses","1794","2014-09-30"
"Main Urban Areas","All dwellings","1813","2014-09-30"
"Main Urban Areas","Houses","1830","2014-09-30"
"Auckland Area","All dwellings","1873","2014-09-30"
"Auckland Area","Houses","1877","2014-09-30"
"Wellington Area","All dwellings","1525","2014-09-30"
"Wellington Area","Houses","1549","2014-09-30"
"Far North District","Houses","1392","2014-09-30"
"Far North District","All dwellings","1461","2014-09-30"
"Whangarei District","All dwellings","1572","2014-09-30"
"Whangarei District","Houses","1599","2014-09-30"
"Kaipara District","All dwellings","1639","2014-09-30"
"Kaipara District","Houses","1745","2014-09-30"
"Rodney District","All dwellings","1808","2014-09-30"
"Rodney District","Houses","1813","2014-09-30"
"North Shore City","All dwellings","2005","2014-09-30"
"North Shore City","Houses","2008","2014-09-30"
"Waitakere City","All dwellings","2013","2014-09-30"
"Waitakere City","Houses","2035","2014-09-30"
"Auckland City","All dwellings","1784","2014-09-30"
"Auckland City","Houses","1855","2014-09-30"
"Manukau City","Houses","2022","2014-09-30"
"Manukau City","All dwellings","2024","2014-09-30"
"Papakura District","Houses","1884","2014-09-30"
"Papakura District","All dwellings","1953","2014-09-30"
"Franklin District","Houses","2069","2014-09-30"
"Franklin District","All dwellings","2083","2014-09-30"
"Thames-Coromandel District","All dwellings","1305","2014-09-30"
"Thames-Coromandel District","Houses","1350","2014-09-30"
"Hauraki District","All dwellings","1696","2014-09-30"
"Hauraki District","Houses","1700","2014-09-30"
"Waikato District","All dwellings","1867","2014-09-30"
"Waikato District","Houses","1893","2014-09-30"
"Matamata-Piako District","All dwellings","1835","2014-09-30"
"Matamata-Piako District","Houses","1901","2014-09-30"
"Hamilton City","All dwellings","1743","2014-09-30"
"Hamilton City","Houses","1787","2014-09-30"
"Waipa District","All dwellings","1959","2014-09-30"
"Waipa District","Houses","1981","2014-09-30"
"Otorohanga District","Houses","2029","2014-09-30"
"Otorohanga District","All dwellings","2048","2014-09-30"
"South Waikato District","All dwellings","1935","2014-09-30"
"South Waikato District","Houses","2003","2014-09-30"
"Waitomo District","All dwellings","1592","2014-09-30"
"Waitomo District","Houses","1634","2014-09-30"
"Taupo District","All dwellings","1104","2014-09-30"
"Taupo District","Houses","1181","2014-09-30"
"Western Bay of Plenty District","All dwellings","1528","2014-09-30"
"Western Bay of Plenty District","Houses","1625","2014-09-30"
"Tauranga City","Houses","1380","2014-09-30"
"Tauranga City","All dwellings","1401","2014-09-30"
"Rotorua District","All dwellings","1599","2014-09-30"
"Rotorua District","Houses","1632","2014-09-30"
"Whakatane District","Houses","1419","2014-09-30"
"Whakatane District","All dwellings","1523","2014-09-30"
"Kawerau District","All dwellings","1679","2014-09-30"
"Kawerau District","Houses","1686","2014-09-30"
"Opotiki District","Houses","1359","2014-09-30"
"Opotiki District","All dwellings","1739","2014-09-30"
"Gisborne District","All dwellings","1678","2014-09-30"
"Gisborne District","Houses","1778","2014-09-30"
"Wairoa District","All dwellings","1466","2014-09-30"
"Wairoa District","Houses","1535","2014-09-30"
"Hastings District","Houses","1448","2014-09-30"
"Hastings District","All dwellings","1469","2014-09-30"
"Napier City","Houses","1362","2014-09-30"
"Napier City","All dwellings","1366","2014-09-30"
"Central Hawkes Bay District","Houses","1322","2014-09-30"
"Central Hawkes Bay District","All dwellings","1352","2014-09-30"
"New Plymouth District","Houses","1875","2014-09-30"
"New Plymouth District","All dwellings","1910","2014-09-30"
"Stratford District","All dwellings","2446","2014-09-30"
"Stratford District","Houses","2569","2014-09-30"
"South Taranaki District","All dwellings","2052","2014-09-30"
"South Taranaki District","Houses","2110","2014-09-30"
"Ruapehu District","All dwellings","2040","2014-09-30"
"Ruapehu District","Houses","2092","2014-09-30"
"Wanganui District","All dwellings","1774","2014-09-30"
"Wanganui District","Houses","1879","2014-09-30"
"Rangitikei District","All dwellings","1773","2014-09-30"
"Rangitikei District","Houses","1782","2014-09-30"
"Manawatu District","Houses","1748","2014-09-30"
"Manawatu District","All dwellings","1771","2014-09-30"
"Palmerston North City","All dwellings","1585","2014-09-30"
"Palmerston North City","Houses","1590","2014-09-30"
"Tararua District","All dwellings","1839","2014-09-30"
"Tararua District","Houses","1888","2014-09-30"
"Horowhenua District","All dwellings","1658","2014-09-30"
"Horowhenua District","Houses","1681","2014-09-30"
"Kapiti Coast District","Houses","1620","2014-09-30"
"Kapiti Coast District","All dwellings","1641","2014-09-30"
"Porirua City","All dwellings","1620","2014-09-30"
"Porirua City","Houses","1638","2014-09-30"
"Upper Hutt City","Houses","1675","2014-09-30"
"Upper Hutt City","All dwellings","1717","2014-09-30"
"Lower Hutt City","All dwellings","1579","2014-09-30"
"Lower Hutt City","Houses","1586","2014-09-30"
"Wellington City","All dwellings","1461","2014-09-30"
"Wellington City","Houses","1511","2014-09-30"
"Masterton District","All dwellings","1537","2014-09-30"
"Masterton District","Houses","1560","2014-09-30"
"Carterton District","Houses","1740","2014-09-30"
"Carterton District","All dwellings","1779","2014-09-30"
"South Wairarapa District","Houses","1658","2014-09-30"
"South Wairarapa District","All dwellings","1680","2014-09-30"
"Tasman District","All dwellings","1260","2014-09-30"
"Tasman District","Houses","1273","2014-09-30"
"Nelson City","All dwellings","1238","2014-09-30"
"Nelson City","Houses","1241","2014-09-30"
"Marlborough District","All dwellings","1335","2014-09-30"
"Marlborough District","Houses","1337","2014-09-30"
"Kaikoura District","Houses","1394","2014-09-30"
"Kaikoura District","All dwellings","1425","2014-09-30"
"Buller District","Houses","2090","2014-09-30"
"Buller District","All dwellings","2243","2014-09-30"
"Grey District","All dwellings","2122","2014-09-30"
"Grey District","Houses","2149","2014-09-30"
"Westland District","All dwellings","2221","2014-09-30"
"Westland District","Houses","2280","2014-09-30"
"Hurunui District","Houses","2015","2014-09-30"
"Hurunui District","All dwellings","2034","2014-09-30"
"Waimakariri District","All dwellings","2109","2014-09-30"
"Waimakariri District","Houses","2110","2014-09-30"
"Christchurch City","All dwellings","1997","2014-09-30"
"Christchurch City","Houses","2013","2014-09-30"
"Selwyn District","Houses","2607","2014-09-30"
"Selwyn District","All dwellings","2753","2014-09-30"
"Ashburton District","All dwellings","2250","2014-09-30"
"Ashburton District","Houses","2316","2014-09-30"
"Timaru District","All dwellings","2191","2014-09-30"
"Timaru District","Houses","2278","2014-09-30"
"MacKenzie District","All dwellings","1866","2014-09-30"
"MacKenzie District","Houses","1927","2014-09-30"
"Waimate District","All dwellings","2279","2014-09-30"
"Waimate District","Houses","2361","2014-09-30"
"Waitaki District","All dwellings","1638","2014-09-30"
"Invercargill City","Houses","1784","2014-09-30"
"Queenstown-Lakes District","All dwellings","1333","2014-09-30"
"Central Otago District","All dwellings","1567","2014-09-30"
"Dunedin City","Houses","1538","2014-09-30"
"Central Otago District","Houses","1510","2014-09-30"
"Waitaki District","Houses","1756","2014-09-30"
"Clutha District","All dwellings","1981","2014-09-30"
"Southland District","All dwellings","1695","2014-09-30"
"Gore District","Houses","2015","2014-09-30"
"Clutha District","Houses","1933","2014-09-30"
"Dunedin City","All dwellings","1602","2014-09-30"
"Gore District","All dwellings","1968","2014-09-30"
"Invercargill City","All dwellings","1768","2014-09-30"
"Southland District","Houses","1729","2014-09-30"
"Queenstown-Lakes District","Houses","1321","2014-09-30"
"Invercargill City","Houses","1754","2014-12-31"
"Central Otago District","Houses","1522","2014-12-31"
"Invercargill City","All dwellings","1742","2014-12-31"
"Southland District","Houses","1661","2014-12-31"
"Southland District","All dwellings","1625","2014-12-31"
"Queenstown-Lakes District","Houses","1336","2014-12-31"
"Waitaki District","Houses","1731","2014-12-31"
"Dunedin City","Houses","1535","2014-12-31"
"Clutha District","All dwellings","1887","2014-12-31"
"Gore District","Houses","2001","2014-12-31"
"Dunedin City","All dwellings","1597","2014-12-31"
"Gore District","All dwellings","1966","2014-12-31"
"Queenstown-Lakes District","All dwellings","1368","2014-12-31"
"Clutha District","Houses","1848","2014-12-31"
"Central Otago District","All dwellings","1571","2014-12-31"
"New Zealand","All dwellings","1829","2014-12-31"
"New Zealand","Houses","1842","2014-12-31"
"Main Urban Areas","All dwellings","1875","2014-12-31"
"Main Urban Areas","Houses","1893","2014-12-31"
"Auckland Area","All dwellings","1983","2014-12-31"
"Auckland Area","Houses","1985","2014-12-31"
"Wellington Area","All dwellings","1556","2014-12-31"
"Wellington Area","Houses","1586","2014-12-31"
"Far North District","Houses","1411","2014-12-31"
"Far North District","All dwellings","1480","2014-12-31"
"Whangarei District","All dwellings","1610","2014-12-31"
"Whangarei District","Houses","1634","2014-12-31"
"Kaipara District","All dwellings","1679","2014-12-31"
"Kaipara District","Houses","1790","2014-12-31"
"Rodney District","All dwellings","1860","2014-12-31"
"Rodney District","Houses","1869","2014-12-31"
"North Shore City","Houses","2094","2014-12-31"
"North Shore City","All dwellings","2101","2014-12-31"
"Waitakere City","All dwellings","2146","2014-12-31"
"Waitakere City","Houses","2154","2014-12-31"
"Auckland City","All dwellings","1911","2014-12-31"
"Auckland City","Houses","1987","2014-12-31"
"Manukau City","Houses","2117","2014-12-31"
"Manukau City","All dwellings","2124","2014-12-31"
"Papakura District","Houses","2013","2014-12-31"
"Papakura District","All dwellings","2087","2014-12-31"
"Franklin District","Houses","2128","2014-12-31"
"Franklin District","All dwellings","2131","2014-12-31"
"Thames-Coromandel District","All dwellings","1346","2014-12-31"
"Thames-Coromandel District","Houses","1394","2014-12-31"
"Hauraki District","All dwellings","1775","2014-12-31"
"Hauraki District","Houses","1778","2014-12-31"
"Waikato District","All dwellings","1804","2014-12-31"
"Waikato District","Houses","1830","2014-12-31"
"Matamata-Piako District","All dwellings","1884","2014-12-31"
"Matamata-Piako District","Houses","1940","2014-12-31"
"Hamilton City","All dwellings","1784","2014-12-31"
"Hamilton City","Houses","1829","2014-12-31"
"Waipa District","All dwellings","1997","2014-12-31"
"Waipa District","Houses","2006","2014-12-31"
"Otorohanga District","Houses","1761","2014-12-31"
"Otorohanga District","All dwellings","1797","2014-12-31"
"South Waikato District","All dwellings","1921","2014-12-31"
"South Waikato District","Houses","1993","2014-12-31"
"Waitomo District","All dwellings","1586","2014-12-31"
"Waitomo District","Houses","1628","2014-12-31"
"Taupo District","All dwellings","1144","2014-12-31"
"Taupo District","Houses","1224","2014-12-31"
"Western Bay of Plenty District","All dwellings","1541","2014-12-31"
"Western Bay of Plenty District","Houses","1623","2014-12-31"
"Tauranga City","Houses","1396","2014-12-31"
"Tauranga City","All dwellings","1415","2014-12-31"
"Rotorua District","All dwellings","1577","2014-12-31"
"Rotorua District","Houses","1610","2014-12-31"
"Whakatane District","Houses","1440","2014-12-31"
"Whakatane District","All dwellings","1542","2014-12-31"
"Kawerau District","All dwellings","1557","2014-12-31"
"Kawerau District","Houses","1570","2014-12-31"
"Opotiki District","Houses","1363","2014-12-31"
"Opotiki District","All dwellings","1703","2014-12-31"
"Gisborne District","All dwellings","1680","2014-12-31"
"Gisborne District","Houses","1778","2014-12-31"
"Wairoa District","All dwellings","1544","2014-12-31"
"Wairoa District","Houses","1617","2014-12-31"
"Hastings District","Houses","1465","2014-12-31"
"Hastings District","All dwellings","1485","2014-12-31"
"Napier City","Houses","1360","2014-12-31"
"Napier City","All dwellings","1366","2014-12-31"
"Central Hawkes Bay District","Houses","1402","2014-12-31"
"Central Hawkes Bay District","All dwellings","1403","2014-12-31"
"New Plymouth District","Houses","1918","2014-12-31"
"New Plymouth District","All dwellings","1946","2014-12-31"
"Stratford District","All dwellings","2451","2014-12-31"
"Stratford District","Houses","2575","2014-12-31"
"South Taranaki District","All dwellings","2057","2014-12-31"
"South Taranaki District","Houses","2120","2014-12-31"
"Ruapehu District","All dwellings","1950","2014-12-31"
"Ruapehu District","Houses","1989","2014-12-31"
"Wanganui District","All dwellings","1801","2014-12-31"
"Wanganui District","Houses","1912","2014-12-31"
"Rangitikei District","All dwellings","1871","2014-12-31"
"Rangitikei District","Houses","1896","2014-12-31"
"Manawatu District","Houses","1765","2014-12-31"
"Manawatu District","All dwellings","1779","2014-12-31"
"Palmerston North City","All dwellings","1614","2014-12-31"
"Palmerston North City","Houses","1618","2014-12-31"
"Tararua District","All dwellings","1810","2014-12-31"
"Tararua District","Houses","1864","2014-12-31"
"Horowhenua District","All dwellings","1670","2014-12-31"
"Horowhenua District","Houses","1692","2014-12-31"
"Kapiti Coast District","Houses","1618","2014-12-31"
"Kapiti Coast District","All dwellings","1642","2014-12-31"
"Porirua City","All dwellings","1643","2014-12-31"
"Porirua City","Houses","1659","2014-12-31"
"Upper Hutt City","Houses","1667","2014-12-31"
"Upper Hutt City","All dwellings","1704","2014-12-31"
"Lower Hutt City","All dwellings","1599","2014-12-31"
"Lower Hutt City","Houses","1603","2014-12-31"
"Wellington City","All dwellings","1501","2014-12-31"
"Wellington City","Houses","1562","2014-12-31"
"Masterton District","All dwellings","1492","2014-12-31"
"Masterton District","Houses","1517","2014-12-31"
"Carterton District","Houses","1750","2014-12-31"
"Carterton District","All dwellings","1784","2014-12-31"
"South Wairarapa District","Houses","1657","2014-12-31"
"South Wairarapa District","All dwellings","1671","2014-12-31"
"Tasman District","All dwellings","1274","2014-12-31"
"Tasman District","Houses","1288","2014-12-31"
"Nelson City","All dwellings","1241","2014-12-31"
"Nelson City","Houses","1241","2014-12-31"
"Marlborough District","Houses","1343","2014-12-31"
"Marlborough District","All dwellings","1348","2014-12-31"
"Kaikoura District","Houses","1330","2014-12-31"
"Kaikoura District","All dwellings","1354","2014-12-31"
"Buller District","Houses","2137","2014-12-31"
"Buller District","All dwellings","2330","2014-12-31"
"Grey District","All dwellings","2127","2014-12-31"
"Grey District","Houses","2158","2014-12-31"
"Westland District","All dwellings","2129","2014-12-31"
"Westland District","Houses","2191","2014-12-31"
"Hurunui District","Houses","2040","2014-12-31"
"Hurunui District","All dwellings","2063","2014-12-31"
"Waimakariri District","Houses","2136","2014-12-31"
"Waimakariri District","All dwellings","2138","2014-12-31"
"Christchurch City","All dwellings","2010","2014-12-31"
"Christchurch City","Houses","2021","2014-12-31"
"Selwyn District","Houses","2593","2014-12-31"
"Selwyn District","All dwellings","2745","2014-12-31"
"Ashburton District","All dwellings","2289","2014-12-31"
"Ashburton District","Houses","2342","2014-12-31"
"Timaru District","All dwellings","2197","2014-12-31"
"Timaru District","Houses","2269","2014-12-31"
"MacKenzie District","All dwellings","2094","2014-12-31"
"MacKenzie District","Houses","2118","2014-12-31"
"Waimate District","All dwellings","2366","2014-12-31"
"Waimate District","Houses","2439","2014-12-31"
"Waitaki District","All dwellings","1610","2014-12-31"
"New Zealand","All dwellings","1875","2015-03-31"
"New Zealand","Houses","1888","2015-03-31"
"Main Urban Areas","All dwellings","1935","2015-03-31"
"Main Urban Areas","Houses","1953","2015-03-31"
"Auckland Area","Houses","2076","2015-03-31"
"Auckland Area","All dwellings","2076","2015-03-31"
"Wellington Area","All dwellings","1558","2015-03-31"
"Wellington Area","Houses","1585","2015-03-31"
"Far North District","Houses","1434","2015-03-31"
"Far North District","All dwellings","1487","2015-03-31"
"Whangarei District","All dwellings","1622","2015-03-31"
"Whangarei District","Houses","1647","2015-03-31"
"Kaipara District","All dwellings","1693","2015-03-31"
"Kaipara District","Houses","1807","2015-03-31"
"Rodney District","All dwellings","1905","2015-03-31"
"Rodney District","Houses","1915","2015-03-31"
"North Shore City","Houses","2188","2015-03-31"
"North Shore City","All dwellings","2193","2015-03-31"
"Waitakere City","All dwellings","2265","2015-03-31"
"Waitakere City","Houses","2275","2015-03-31"
"Auckland City","All dwellings","2012","2015-03-31"
"Auckland City","Houses","2090","2015-03-31"
"Manukau City","Houses","2225","2015-03-31"
"Manukau City","All dwellings","2235","2015-03-31"
"Papakura District","Houses","2089","2015-03-31"
"Papakura District","All dwellings","2161","2015-03-31"
"Franklin District","Houses","2219","2015-03-31"
"Franklin District","All dwellings","2229","2015-03-31"
"Thames-Coromandel District","All dwellings","1347","2015-03-31"
"Thames-Coromandel District","Houses","1389","2015-03-31"
"Hauraki District","All dwellings","1795","2015-03-31"
"Hauraki District","Houses","1812","2015-03-31"
"Waikato District","All dwellings","1864","2015-03-31"
"Waikato District","Houses","1891","2015-03-31"
"Matamata-Piako District","All dwellings","1920","2015-03-31"
"Matamata-Piako District","Houses","1976","2015-03-31"
"Hamilton City","All dwellings","1805","2015-03-31"
"Hamilton City","Houses","1853","2015-03-31"
"Waipa District","All dwellings","2026","2015-03-31"
"Waipa District","Houses","2034","2015-03-31"
"Otorohanga District","All dwellings","1951","2015-03-31"
"Otorohanga District","Houses","1954","2015-03-31"
"South Waikato District","All dwellings","1931","2015-03-31"
"South Waikato District","Houses","1999","2015-03-31"
"Waitomo District","All dwellings","1897","2015-03-31"
"Waitomo District","Houses","1947","2015-03-31"
"Taupo District","All dwellings","1144","2015-03-31"
"Taupo District","Houses","1219","2015-03-31"
"Western Bay of Plenty District","All dwellings","1549","2015-03-31"
"Western Bay of Plenty District","Houses","1632","2015-03-31"
"Tauranga City","Houses","1443","2015-03-31"
"Tauranga City","All dwellings","1464","2015-03-31"
"Rotorua District","All dwellings","1598","2015-03-31"
"Rotorua District","Houses","1631","2015-03-31"
"Whakatane District","Houses","1453","2015-03-31"
"Whakatane District","All dwellings","1543","2015-03-31"
"Kawerau District","All dwellings","1605","2015-03-31"
"Kawerau District","Houses","1621","2015-03-31"
"Opotiki District","Houses","1324","2015-03-31"
"Opotiki District","All dwellings","1721","2015-03-31"
"Gisborne District","All dwellings","1643","2015-03-31"
"Gisborne District","Houses","1759","2015-03-31"
"Wairoa District","All dwellings","1562","2015-03-31"
"Wairoa District","Houses","1641","2015-03-31"
"Hastings District","Houses","1500","2015-03-31"
"Hastings District","All dwellings","1513","2015-03-31"
"Napier City","Houses","1366","2015-03-31"
"Napier City","All dwellings","1372","2015-03-31"
"Central Hawkes Bay District","Houses","1444","2015-03-31"
"Central Hawkes Bay District","All dwellings","1458","2015-03-31"
"New Plymouth District","Houses","1918","2015-03-31"
"New Plymouth District","All dwellings","1940","2015-03-31"
"Stratford District","All dwellings","2624","2015-03-31"
"Stratford District","Houses","2745","2015-03-31"
"South Taranaki District","All dwellings","2086","2015-03-31"
"South Taranaki District","Houses","2118","2015-03-31"
"Ruapehu District","All dwellings","2004","2015-03-31"
"Ruapehu District","Houses","2038","2015-03-31"
"Wanganui District","All dwellings","1801","2015-03-31"
"Wanganui District","Houses","1908","2015-03-31"
"Rangitikei District","All dwellings","1780","2015-03-31"
"Rangitikei District","Houses","1794","2015-03-31"
"Manawatu District","Houses","1754","2015-03-31"
"Manawatu District","All dwellings","1778","2015-03-31"
"Palmerston North City","All dwellings","1611","2015-03-31"
"Palmerston North City","Houses","1620","2015-03-31"
"Tararua District","All dwellings","1800","2015-03-31"
"Tararua District","Houses","1865","2015-03-31"
"Horowhenua District","All dwellings","1697","2015-03-31"
"Horowhenua District","Houses","1725","2015-03-31"
"Kapiti Coast District","Houses","1630","2015-03-31"
"Kapiti Coast District","All dwellings","1653","2015-03-31"
"Porirua City","All dwellings","1654","2015-03-31"
"Porirua City","Houses","1673","2015-03-31"
"Upper Hutt City","Houses","1677","2015-03-31"
"Upper Hutt City","All dwellings","1725","2015-03-31"
"Lower Hutt City","All dwellings","1605","2015-03-31"
"Lower Hutt City","Houses","1608","2015-03-31"
"Wellington City","All dwellings","1498","2015-03-31"
"Wellington City","Houses","1557","2015-03-31"
"Masterton District","All dwellings","1523","2015-03-31"
"Masterton District","Houses","1539","2015-03-31"
"Carterton District","Houses","1817","2015-03-31"
"Carterton District","All dwellings","1839","2015-03-31"
"South Wairarapa District","Houses","1696","2015-03-31"
"South Wairarapa District","All dwellings","1719","2015-03-31"
"Tasman District","All dwellings","1268","2015-03-31"
"Tasman District","Houses","1285","2015-03-31"
"Nelson City","All dwellings","1253","2015-03-31"
"Nelson City","Houses","1254","2015-03-31"
"Marlborough District","All dwellings","1348","2015-03-31"
"Marlborough District","Houses","1348","2015-03-31"
"Kaikoura District","Houses","1348","2015-03-31"
"Kaikoura District","All dwellings","1376","2015-03-31"
"Buller District","Houses","2112","2015-03-31"
"Buller District","All dwellings","2267","2015-03-31"
"Grey District","All dwellings","2105","2015-03-31"
"Grey District","Houses","2124","2015-03-31"
"Westland District","All dwellings","2172","2015-03-31"
"Westland District","Houses","2235","2015-03-31"
"Hurunui District","Houses","2070","2015-03-31"
"Hurunui District","All dwellings","2097","2015-03-31"
"Waimakariri District","All dwellings","2147","2015-03-31"
"Waimakariri District","Houses","2152","2015-03-31"
"Christchurch City","All dwellings","2003","2015-03-31"
"Christchurch City","Houses","2017","2015-03-31"
"Selwyn District","Houses","2644","2015-03-31"
"Selwyn District","All dwellings","2799","2015-03-31"
"Ashburton District","All dwellings","2283","2015-03-31"
"Ashburton District","Houses","2344","2015-03-31"
"Timaru District","All dwellings","2249","2015-03-31"
"Timaru District","Houses","2322","2015-03-31"
"MacKenzie District","All dwellings","2076","2015-03-31"
"MacKenzie District","Houses","2091","2015-03-31"
"Waimate District","All dwellings","2364","2015-03-31"
"Waimate District","Houses","2448","2015-03-31"
"Waitaki District","All dwellings","1638","2015-03-31"
"Dunedin City","Houses","1552","2015-03-31"
"Queenstown-Lakes District","Houses","1351","2015-03-31"
"Queenstown-Lakes District","All dwellings","1372","2015-03-31"
"Gore District","All dwellings","1945","2015-03-31"
"Gore District","Houses","2004","2015-03-31"
"Southland District","All dwellings","1666","2015-03-31"
"Clutha District","All dwellings","1900","2015-03-31"
"Central Otago District","Houses","1531","2015-03-31"
"Invercargill City","All dwellings","1731","2015-03-31"
"Invercargill City","Houses","1732","2015-03-31"
"Clutha District","Houses","1858","2015-03-31"
"Central Otago District","All dwellings","1584","2015-03-31"
"Waitaki District","Houses","1760","2015-03-31"
"Southland District","Houses","1698","2015-03-31"
"Dunedin City","All dwellings","1613","2015-03-31"
